X_train,y_train
"[1066, 1, 1, 6, 2227, 1, 1137, 3, 28, 207]","[3436, 182, 834, 21, 9411, 34, 10, 11, 1662, 2538]"
"[4584, 263, 1478, 7, 805, 146, 92, 1913, 17, 6045]","[57, 1884, 2989, 1, 1121, 1099, 99, 5, 2839, 6251]"
"[2714, 26, 54, 21, 5, 2488, 660, 247, 2, 4618]","[1214, 28, 2310, 2, 939, 4, 63, 831, 9, 3447]"
"[519, 1467, 9, 119, 34, 2268, 50, 355, 697, 888]","[180, 178, 5, 9220, 73, 107, 1707, 36, 3014, 62]"
"[1, 7520, 67, 1283, 1, 81, 7601, 80, 1747, 2819]","[200, 26, 434, 3, 2, 1512, 348, 6, 30, 3545]"
"[11, 17, 234, 1554, 55, 43, 330, 22, 5, 1]","[107, 283, 1567, 58, 343, 49, 6, 1994, 3705, 1851]"
"[16, 883, 42, 510, 1570, 7, 2, 721, 111, 4163]","[1482, 2, 353, 12, 3179, 3, 3473, 566, 8386, 1199]"
"[29, 86, 1, 26, 42, 66, 875, 35, 3, 90]","[3, 1568, 403, 496, 59, 70, 3310, 58, 22, 1268]"
"[22, 70, 3, 1, 2925, 1035, 3, 1493, 7119, 4127]","[7046, 5215, 3, 531, 2, 948, 3, 1007, 2487, 140]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[5, 1, 10, 1, 25, 642, 30, 3, 22, 1396]"
"[1, 720, 6, 1, 2858, 21, 583, 765, 3, 743]","[416, 3, 4592, 755, 1632, 580, 23, 7, 418, 663]"
"[6, 153, 1, 80, 2, 712, 27, 1, 1, 15]","[2648, 11, 1957, 21, 1, 7238, 3, 617, 2125, 1]"
"[134, 7, 2, 4612, 3197, 7, 45, 32, 2531, 52]","[1612, 444, 3, 2325, 18, 1928, 12, 365, 1, 2776]"
"[1, 3701, 2, 1005, 2521, 11, 2, 3181, 2554, 1]","[8975, 922, 14, 2, 653, 4, 2489, 735, 872, 270]"
"[506, 32, 1312, 1066, 1, 1, 1137, 3, 28, 207]","[1, 10, 5, 2968, 703, 4, 2, 1500, 163, 1]"
"[1, 1040, 6, 7691, 133, 2, 599, 6, 1869, 5584]","[26, 82, 17, 39, 517, 1, 9, 2, 689, 348]"
"[25, 465, 65, 6, 25, 162, 65, 3, 22, 789]","[747, 29, 2629, 3748, 1805, 96, 22, 1, 7, 1771]"
"[267, 17, 103, 156, 24, 37, 7436, 14, 62, 295]","[1872, 134, 865, 18, 2, 173, 197, 356, 12, 1]"
"[818, 33, 4593, 954, 5, 1941, 6500, 10, 29, 6860]","[809, 7, 5795, 3, 1986, 1695, 3, 214, 6351, 2376]"
"[69, 1, 92, 7, 1, 6, 1, 16, 10, 390]","[4533, 347, 2, 1, 14, 4102, 5327, 50, 3, 1]"
"[157, 1, 6, 25, 406, 8830, 1715, 2, 605, 1460]","[35, 124, 30, 147, 584, 77, 1841, 21, 86, 2420]"
"[596, 1394, 3, 2242, 5, 7262, 4, 2, 775, 464]","[233, 1, 2035, 21, 385, 3422, 4167, 20, 5233, 1]"
"[1151, 206, 3, 5, 532, 77, 27, 1723, 2, 491]","[10, 960, 2, 603, 224, 46, 9396, 65, 2, 821]"
"[882, 6, 540, 5, 1983, 5814, 478, 324, 28, 84]","[171, 25, 2, 1712, 4, 2, 9308, 1, 31, 1050]"
"[1268, 1079, 21, 419, 1, 41, 254, 1, 7306, 15]","[492, 1039, 686, 632, 2331, 2707, 1, 1, 1313, 1]"
"[140, 64, 9, 8, 676, 4, 1540, 3, 186, 441]","[1, 1720, 558, 31, 2017, 3316, 7, 5, 1, 761]"
"[3561, 7, 3, 251, 4, 2, 661, 3763, 28, 84]","[1, 240, 192, 1421, 8048, 4351, 861, 187, 7, 453]"
"[202, 6, 2, 1914, 36, 57, 121, 7, 5, 275]","[1074, 811, 279, 1843, 1, 620, 21, 3674, 142, 1]"
"[2252, 2, 321, 6, 356, 1117, 33, 240, 50, 1]","[949, 2836, 127, 182, 1, 3, 820, 1, 7, 1342]"
"[7, 561, 81, 19, 6837, 3, 2, 75, 7, 223]","[1217, 143, 7, 1342, 59, 1308, 13, 3224, 2, 555]"
"[4684, 32, 132, 2, 1, 365, 3391, 1, 2, 1118]","[580, 166, 62, 218, 97, 38, 13, 1, 39, 1435]"
"[41, 2094, 27, 397, 407, 3, 3863, 8110, 41, 1]","[66, 851, 8, 2, 4520, 12, 1774, 3864, 259, 598]"
"[102, 72, 1274, 4, 19, 3503, 3, 1752, 19, 1661]","[1155, 545, 3, 1298, 5, 1, 1737, 9, 2, 1843]"
"[203, 9, 5, 790, 4, 56, 2, 105, 405, 9194]","[1, 890, 17, 2, 102, 373, 46, 3487, 165, 251]"
"[3095, 2284, 8, 2553, 52, 28, 87, 28, 695, 2744]","[0, 1090, 1466, 7, 1, 902, 12, 5, 8745, 401]"
"[3, 22, 127, 65, 165, 2198, 7, 151, 7981, 2099]","[3688, 1, 1, 2682, 4870, 2829, 26, 100, 8946, 1769]"
"[6965, 100, 3, 110, 7, 478, 3, 1, 2, 1492]","[58, 54, 1, 51, 50, 3, 1, 404, 4370, 5196]"
"[4830, 4419, 1514, 636, 47, 5350, 1, 1, 2127, 603]","[1, 22, 304, 3, 92, 5, 463, 14, 19, 1388]"
"[85, 8, 6, 25, 145, 101, 2, 53, 43, 1072]","[12, 134, 4787, 20, 2723, 442, 4, 19, 2093, 1]"
"[821, 4, 19, 720, 11, 591, 13, 5987, 19, 4635]","[8, 239, 164, 7475, 25, 1337, 943, 4, 1951, 1613]"
"[1, 1, 1, 1, 1, 1910, 3132, 21, 7438, 5373]","[9, 5, 820, 3, 2, 142, 6, 43, 1, 3475]"
"[1, 4910, 17, 1, 6, 1, 5, 1, 17, 1]","[129, 40, 368, 61, 639, 650, 1242, 4, 19, 63]"
"[6, 3, 1201, 5, 803, 1695, 9, 5, 861, 146]","[895, 4005, 819, 122, 15, 10, 1047, 7, 2, 1]"
"[21, 2, 137, 3, 182, 80, 121, 30, 2848, 1345]","[47, 52, 3, 746, 3, 497, 116, 1, 2247, 1917]"
"[1, 24, 37, 320, 9, 73, 3, 2633, 2, 587]","[219, 33, 239, 3687, 8664, 171, 3, 2, 153, 188]"
"[35, 1392, 3, 438, 2, 355, 5362, 2, 1049, 261]","[339, 35, 36, 73, 62, 35, 10, 1745, 323, 116]"
"[241, 5, 1064, 1064, 635, 146, 2612, 20, 1, 1]","[3, 5, 1832, 273, 18, 3752, 3054, 5, 4802, 1482]"
"[18, 347, 713, 17, 1, 6, 132, 103, 3, 182]","[150, 5, 2610, 9597, 26, 395, 9, 223, 167, 5228]"
"[123, 27, 486, 2033, 701, 1136, 7, 2, 110, 2170]","[1, 385, 83, 1381, 2565, 24, 47, 712, 4, 1]"
"[17, 2, 779, 7, 1, 146, 9721, 2286, 324, 224]","[1330, 6651, 1, 6, 3536, 9, 866, 503, 2787, 4275]"
"[11, 19, 1, 599, 2441, 558, 2, 510, 165, 203]","[862, 1083, 8619, 5840, 1334, 1632, 781, 105, 1, 670]"
"[99, 3, 39, 898, 278, 406, 64, 18, 1949, 2038]","[58, 121, 5, 278, 1954, 83, 2, 1, 481, 2111]"
"[6225, 1, 93, 1308, 1228, 2979, 3, 2667, 1, 1]","[789, 3497, 6, 41, 22, 1410, 17, 5, 178, 977]"
"[5330, 603, 4, 28, 114, 45, 12, 108, 7933, 2518]","[7, 1, 4, 7847, 9, 17, 327, 428, 229, 72]"
"[1, 844, 2, 2761, 2470, 764, 3612, 9, 2, 440]","[7, 7403, 934, 144, 3, 2, 265, 731, 2, 807]"
"[762, 51, 29, 22, 5712, 68, 2, 839, 1518, 932]","[1066, 574, 2266, 1, 136, 4, 1263, 2952, 23, 1918]"
"[4, 273, 1074, 1066, 1992, 5606, 1137, 3, 28, 207]","[10, 673, 9, 5, 251, 81, 31, 228, 73, 650]"
"[1, 11, 511, 1, 11, 2972, 6, 1, 11, 2131]","[12, 2689, 3, 1, 9, 2, 74, 63, 28, 689]"
"[763, 7, 277, 6, 45, 1517, 157, 91, 9, 172]","[32, 23, 3, 541, 1, 123, 1310, 14, 39, 2148]"
"[646, 29, 3982, 3, 2587, 36, 2073, 2, 4759, 534]","[2, 1, 1, 5497, 9, 2, 74, 63, 7, 223]"
"[3771, 4, 66, 32, 341, 162, 11, 802, 9, 4679]","[7211, 14, 4823, 263, 13, 12, 1, 20, 318, 1127]"
"[25, 69, 529, 13, 515, 90, 66, 38, 27, 435]","[4775, 3429, 756, 9768, 8061, 3, 1491, 3244, 6, 9233]"
"[1, 2851, 1, 6, 6873, 1, 1137, 3, 28, 207]","[1, 7, 2, 153, 188, 38, 4764, 13, 4255, 479]"
"[28, 3053, 165, 906, 270, 3, 4510, 668, 2383, 3770]","[573, 9, 5, 273, 408, 2974, 23, 54, 711, 1537]"
"[2516, 21, 2, 239, 36, 12, 496, 85, 1, 7207]","[333, 3, 22, 2, 106, 1395, 1040, 7, 1802, 2972]"
"[18, 5, 2896, 3, 103, 32, 51, 3846, 31, 448]","[2, 1, 1, 229, 7, 4035, 10, 586, 11, 886]"
"[1821, 75, 1, 80, 14, 39, 114, 2296, 2138, 49]","[11, 5, 1561, 7, 2, 1, 299, 4, 2, 142]"
"[1066, 1, 1, 6, 3133, 1, 1137, 3, 28, 207]","[100, 29, 1, 3467, 3, 940, 7, 1, 67, 161]"
"[28, 130, 6, 86, 2730, 6, 3353, 27, 14, 80]","[210, 39, 580, 1, 2, 8522, 694, 651, 72, 178]"
"[1, 4, 1, 25, 1778, 31, 144, 56, 2, 64]","[1, 6, 31, 1388, 12, 5, 1256, 9080, 4, 1]"
"[687, 2820, 1, 41, 799, 1577, 12, 3120, 9, 175]","[1, 175, 888, 1726, 1, 38, 79, 33, 225, 943]"
"[4610, 195, 1466, 6468, 178, 1466, 305, 1920, 6, 1]","[1848, 2, 1803, 83, 13, 1099, 1032, 515, 136, 1]"
"[1066, 7216, 1, 6, 1, 1156, 1137, 3, 28, 207]","[2245, 118, 2, 438, 4648, 1, 6, 10, 1, 604]"
"[9537, 4876, 6, 31, 1484, 20, 1, 17, 6522, 3630]","[1424, 548, 12, 6907, 4857, 1, 2712, 21, 2098, 204]"
"[1, 1630, 1, 665, 211, 1, 1, 1630, 7591, 508]","[1, 1, 489, 19, 177, 6886, 1, 853, 28, 348]"
"[112, 5, 130, 3, 1, 67, 5, 388, 180, 418]","[4657, 3169, 2754, 5275, 4306, 41, 22, 521, 3, 2190]"
"[2332, 1291, 125, 6, 1488, 4562, 12, 5, 172, 576]","[309, 3247, 142, 17, 2, 1, 1590, 11, 308, 189]"
"[841, 90, 822, 3, 2001, 6536, 7, 2, 1749, 1467]","[222, 3, 1, 2, 102, 14, 2204, 5540, 6, 2566]"
"[19, 1, 7923, 9273, 104, 19, 1314, 387, 111, 2659]","[1, 12, 16, 3, 22, 225, 3614, 3, 532, 89]"
"[636, 47, 2, 2872, 416, 538, 7, 2, 997, 1202]","[2, 139, 48, 2, 1, 4, 2, 385, 1496, 3281]"
"[12, 5, 108, 196, 557, 203, 8, 2129, 37, 3650]","[36, 945, 954, 48, 6905, 7522, 982, 131, 2, 142]"
"[3598, 501, 40, 39, 2656, 1708, 205, 3, 1, 154]","[11, 5, 2447, 382, 114, 4, 2, 1991, 7121, 348]"
"[8141, 9, 2, 239, 4988, 1663, 302, 6, 2053, 1397]","[9, 1, 7469, 2, 102, 602, 988, 9, 2, 2107]"
"[81, 6083, 7554, 3, 124, 8, 13, 4418, 6115, 1]","[1254, 4823, 116, 984, 53, 1358, 6, 1, 6367, 47]"
"[34, 1893, 1, 7, 2, 1, 1, 2163, 71, 84]","[1, 2, 7626, 1, 19, 1, 3, 1298, 19, 992]"
"[415, 4, 59, 5802, 11, 158, 1042, 6, 6484, 4555]","[1, 836, 46, 707, 7, 5, 999, 4, 1, 9050]"
"[9391, 83, 5612, 330, 3233, 136, 404, 9391, 2138, 49]","[83, 1, 671, 9542, 26, 5, 1062, 4, 4187, 4999]"
"[705, 4127, 89, 4, 3604, 5732, 1886, 3, 132, 5838]","[120, 236, 1074, 5, 2192, 6315, 9, 1, 11, 308]"
"[7213, 1708, 32, 1893, 212, 4, 5203, 270, 180, 2669]","[1, 24, 37, 1694, 14, 5, 353, 3, 392, 4550]"
"[2, 1, 6141, 480, 4, 1, 1, 7, 479, 1533]","[1, 2, 102, 14, 2, 1302, 4, 1, 1709, 1]"
"[224, 6, 8, 3344, 75, 52, 2, 1250, 5, 737]","[3, 2696, 1, 3832, 1, 24, 3234, 1, 1, 1024]"
"[1066, 1, 1, 6, 4187, 1, 1137, 3, 28, 466]","[2505, 758, 79, 3353, 248, 54, 23, 162, 9, 1]"
"[212, 1921, 521, 1162, 3, 3462, 9145, 81, 2, 581]","[1427, 2717, 865, 883, 738, 409, 1407, 1701, 659, 4877]"
"[681, 4, 53, 614, 50, 9, 1022, 3338, 1, 1745]","[25, 5661, 8, 4324, 41, 2127, 1, 3, 91, 1]"
"[662, 6, 419, 39, 141, 274, 3, 1, 14, 1440]","[7, 591, 72, 6, 6413, 1307, 212, 389, 122, 2594]"
"[1138, 17, 4653, 79, 7064, 53, 1804, 1, 1, 1745]","[3351, 1, 6, 2741, 1, 33, 108, 300, 19, 331]"
"[2, 1, 5484, 7, 1649, 14, 2, 918, 885, 2724]","[10, 868, 2332, 3935, 17, 5, 396, 89, 7, 1]"
"[2, 1766, 4272, 14, 72, 4449, 261, 2, 958, 524]","[1, 33, 3875, 21, 2, 1754, 4256, 14, 70, 4511]"
"[667, 8, 43, 216, 3, 22, 8280, 133, 158, 1393]","[193, 5, 1, 9, 29, 214, 3, 2, 1336, 8749]"
"[158, 2146, 6, 32, 57, 144, 16, 50, 1, 15]","[857, 351, 49, 25, 354, 2077, 1089, 3, 138, 62]"
"[215, 8, 913, 14, 302, 1371, 4, 47, 61, 1]","[770, 4, 7251, 2551, 7793, 6, 1, 1315, 748, 219]"
"[8, 1, 1717, 5, 217, 536, 26, 35, 1595, 834]","[5997, 1, 1560, 14, 101, 951, 1097, 1, 39, 1200]"
"[1, 2326, 2, 1620, 27, 289, 7, 1, 7, 1]","[12, 205, 7, 2570, 1490, 6, 12, 152, 18, 1]"
"[7100, 2092, 17, 2, 317, 631, 139, 3, 42, 1810]","[7023, 2, 7489, 1, 5100, 246, 1273, 9, 2542, 1406]"
"[140, 6, 549, 3737, 1504, 11, 64, 7, 2, 440]","[1, 2, 1356, 90, 13, 36, 1320, 29, 1, 143]"
"[6, 189, 1363, 20, 2, 897, 6, 429, 36, 15]","[2037, 265, 1, 5120, 3943, 259, 13, 103, 7, 556]"
"[393, 453, 2929, 13, 381, 56, 107, 4871, 11, 2716]","[3660, 6964, 21, 5, 336, 1101, 6, 2344, 15, 510]"
"[137, 24, 37, 1, 2375, 3, 7769, 6, 77, 2855]","[3067, 8, 225, 117, 4, 80, 33, 49, 4, 2627]"
"[1, 29, 2, 2568, 9, 2, 1, 4349, 32, 915]","[1, 7565, 92, 386, 6, 715, 14, 47, 1, 931]"
"[2032, 1702, 1, 4835, 12, 5, 7570, 4, 2230, 447]","[3661, 647, 6035, 6, 12, 5872, 48, 1378, 6, 7306]"
"[2773, 12, 3429, 6, 455, 512, 524, 27, 29, 1402]","[546, 144, 3, 5, 202, 21, 2, 283, 139, 1]"
"[1585, 251, 237, 302, 53, 27, 572, 3, 23, 46]","[1413, 1, 12, 307, 11, 7460, 530, 20, 7135, 8329]"
"[267, 17, 2, 678, 6, 1908, 132, 8, 8, 1157]","[152, 617, 1547, 3, 764, 2, 588, 98, 3, 143]"
"[3, 22, 2, 7593, 5138, 2081, 720, 5892, 365, 3520]","[1, 6, 2, 4784, 3200, 26, 54, 11, 2, 770]"
"[1371, 18, 125, 18, 1501, 21, 519, 6749, 85, 2462]","[2, 214, 4, 530, 1317, 14, 1, 5, 84, 332]"
"[760, 420, 4, 2, 9482, 14, 214, 542, 3, 157]","[100, 15, 647, 534, 6189, 18, 32, 1, 3906, 8622]"
"[6, 76, 2116, 1066, 1463, 5357, 1137, 3, 28, 466]","[7, 187, 20, 214, 4, 2, 161, 5185, 385, 83]"
"[29, 1, 1, 10, 11, 500, 41, 134, 686, 4657]","[34, 12, 66, 3167, 35, 24, 37, 1321, 3, 2106]"
"[1017, 5754, 738, 1635, 663, 905, 1501, 63, 4560, 858]","[368, 11, 76, 644, 9, 2, 74, 63, 28, 251]"
"[1, 3481, 4, 2, 291, 4, 1, 350, 4, 1]","[3, 2622, 3, 2, 6433, 9, 2637, 9, 467, 1673]"
"[975, 14, 589, 6, 21, 200, 4, 88, 291, 2790]","[25, 789, 86, 1, 6, 1, 789, 1504, 349, 6310]"
"[54, 3549, 1, 6, 1233, 3, 474, 1, 7, 1165]","[5721, 492, 200, 11, 2, 211, 1533, 64, 626, 170]"
"[1974, 52, 5, 1, 6224, 1487, 11, 1, 3564, 1803]","[1122, 97, 7, 1456, 12, 71, 68, 504, 1, 802]"
"[1, 1594, 1, 8870, 1970, 584, 624, 9, 306, 6845]","[2, 1, 1626, 1, 8486, 12, 89, 3, 286, 6413]"
"[4, 39, 9245, 1484, 651, 61, 69, 79, 4, 16]","[230, 1388, 3, 2, 7984, 299, 1524, 1, 118, 1372]"
"[1, 62, 4199, 7, 1, 58, 8624, 35, 590, 47]","[1, 128, 152, 3, 321, 278, 1851, 7, 19, 143]"
"[62, 25, 278, 423, 578, 3, 419, 5, 179, 691]","[1374, 255, 1, 18, 128, 18, 3242, 8862, 6, 1]"
"[752, 5284, 12, 787, 3, 558, 11, 2, 3028, 1]","[1871, 1, 85, 1, 899, 20, 2, 1, 6039, 3136]"
"[31, 64, 38, 144, 418, 1, 1, 302, 5178, 1849]","[60, 5, 251, 112, 59, 32, 3711, 21, 761, 1707]"
"[3222, 544, 2640, 3222, 6, 64, 3851, 56, 551, 5187]","[2528, 3297, 62, 1, 133, 1, 1, 6, 1, 1]"
"[451, 40, 13, 10, 254, 441, 14, 60, 755, 1268]","[727, 4251, 687, 408, 20, 504, 2922, 7, 296, 902]"
"[5215, 1, 9, 9850, 281, 50, 47, 20, 3121, 1]","[4, 52, 1, 2, 2343, 7, 71, 5, 269, 280]"
"[40, 1, 3, 2, 4225, 92, 87, 2399, 20, 77]","[656, 206, 6, 560, 25, 32, 33, 56, 2443, 452]"
"[6, 3395, 21, 19, 99, 1972, 41, 328, 412, 2333]","[19, 1943, 1, 87, 5, 1, 6, 3067, 3, 546]"
"[81, 1, 412, 3346, 283, 18, 2, 179, 957, 340]","[3219, 3290, 46, 2180, 5881, 446, 1000, 11, 2, 433]"
"[4, 47, 61, 1924, 133, 460, 6, 479, 71, 84]","[506, 2, 2661, 3, 413, 173, 2915, 429, 47, 456]"
"[2, 661, 4224, 1112, 2, 2163, 883, 191, 7, 454]","[2820, 426, 4656, 28, 689, 26, 398, 3, 22, 3050]"
"[1, 53, 2888, 1066, 1, 6127, 1137, 3, 28, 207]","[922, 3733, 48, 5631, 52, 23, 235, 7, 7891, 864]"
"[708, 9, 4546, 17, 2, 212, 210, 4, 2, 759]","[1347, 10, 97, 3, 1724, 4449, 420, 9, 111, 931]"
"[53, 1319, 52, 7, 2, 455, 1, 6, 33, 3857]","[5, 4288, 1, 38, 303, 207, 1, 65, 2, 1]"
"[1900, 95, 7, 5, 359, 8, 3607, 5, 6301, 631]","[3, 4848, 436, 3737, 17, 9178, 8304, 1, 24, 16]"
"[636, 7, 42, 1, 2, 510, 2176, 4, 2, 2216]","[1, 1290, 6845, 1098, 386, 6630, 723, 5217, 159, 3003]"
"[464, 267, 127, 3, 132, 58, 55, 27, 88, 1655]","[295, 1113, 2755, 4901, 2982, 1291, 4, 8624, 18, 5517]"
"[1, 9, 88, 9403, 62, 28, 4010, 12, 2316, 8926]","[157, 77, 746, 11, 1, 1176, 8255, 3918, 11, 310]"
"[3, 1, 3, 5, 375, 93, 32, 27, 82, 2513]","[2660, 1989, 1953, 3, 1335, 1, 446, 45, 1431, 497]"
"[613, 1809, 3, 7537, 822, 19, 69, 1080, 927, 203]","[3650, 16, 13, 10, 3942, 2, 1677, 105, 31, 396]"
"[1, 27, 2458, 59, 3561, 348, 7, 2800, 41, 176]","[1, 2, 5616, 26, 30, 444, 3, 2449, 3353, 6101]"
"[2, 7251, 8, 680, 1, 1, 1, 6, 1, 1522]","[538, 1, 23, 57, 1, 1179, 3, 1, 6254, 219]"
"[1, 2838, 36, 883, 1395, 1, 2212, 36, 57, 281]","[3665, 788, 3721, 127, 1352, 5, 535, 965, 7, 5640]"
"[39, 4372, 39, 197, 1609, 4, 28, 249, 3319, 1]","[2295, 583, 4, 2028, 34, 33, 815, 14, 2, 433]"
"[1145, 7, 96, 165, 6356, 1, 9, 2826, 2541, 3751]","[1534, 12, 193, 3, 532, 109, 585, 153, 11, 326]"
"[32, 23, 37, 5, 587, 7, 2, 309, 1, 15]","[902, 864, 26, 5333, 2, 1677, 4939, 7, 1307, 72]"
"[12, 82, 5, 163, 2008, 9, 2, 378, 7, 552]","[0, 0, 0, 0, 0, 0, 0, 0, 312, 4786]"
"[864, 21, 2, 1766, 1839, 6, 1, 2, 303, 1002]","[70, 5966, 4559, 1, 1, 10, 489, 20, 3745, 1]"
"[275, 4, 4169, 6, 2953, 32, 162, 3, 132, 47]","[41, 1309, 2, 4156, 1489, 17, 2, 231, 227, 2452]"
"[153, 509, 1, 506, 8, 2414, 78, 23, 37, 109]","[1121, 20, 3466, 1, 1, 1, 12, 307, 20, 1]"
"[351, 1170, 2, 287, 10, 190, 3, 1, 1, 229]","[86, 938, 20, 5, 3753, 46, 194, 4123, 7, 1]"
"[127, 6, 136, 39, 870, 14, 2, 1461, 60, 6895]","[2, 2688, 1, 1, 2495, 5, 426, 17, 2, 1]"
"[2725, 3908, 21, 2, 4205, 166, 93, 13, 2707, 1]","[2, 177, 342, 4, 2, 273, 109, 1, 11, 375]"
"[208, 5133, 410, 4, 143, 2909, 475, 3207, 561, 1034]","[14, 1138, 13, 3661, 3333, 48, 19, 1663, 11, 5552]"
"[37, 796, 54, 931, 797, 3, 31, 1796, 6, 2365]","[1758, 6564, 774, 238, 5, 1, 1017, 7, 2, 4943]"
"[4, 113, 9242, 1997, 1592, 666, 52, 7, 2, 447]","[341, 583, 3, 3551, 7220, 6, 2180, 127, 5396, 1]"
"[743, 6, 871, 586, 1, 364, 3, 9747, 1, 2515]","[269, 180, 590, 413, 1142, 383, 1, 5, 1329, 1]"
"[30, 1, 291, 4, 4702, 1114, 933, 11, 511, 1]","[2812, 24, 185, 50, 951, 2514, 7, 2, 7725, 483]"
"[1676, 6, 6761, 3457, 7, 1, 21, 1, 3, 4064]","[16, 13, 10, 2332, 3014, 38, 86, 9794, 3, 890]"
"[8762, 1429, 1, 9, 1835, 1, 2919, 1812, 2514, 1]","[5511, 1, 3, 1, 795, 64, 1, 17, 1, 513]"
"[3360, 997, 2655, 35, 6079, 5392, 126, 2, 1, 2303]","[649, 947, 4496, 2, 984, 1531, 4, 6974, 2, 587]"
"[3, 98, 6659, 17, 1, 280, 5059, 11, 393, 665]","[2778, 2, 7926, 376, 3, 853, 7, 5, 3856, 3261]"
"[1977, 300, 48, 2, 6966, 6, 5588, 4, 1, 818]","[4, 2, 714, 1288, 6549, 9, 143, 7, 2, 9478]"
"[8, 2, 1, 2539, 1, 2, 8117, 4, 1, 1]","[3, 632, 48, 107, 2, 169, 77, 181, 31, 184]"
"[6, 116, 216, 1590, 3, 22, 696, 594, 5, 8133]","[7, 1906, 1615, 6, 2110, 982, 1612, 1568, 3, 4870]"
"[4, 8, 250, 2351, 853, 1, 1137, 3, 28, 207]","[76, 4951, 18, 5, 574, 2323, 1, 935, 31, 1491]"
"[2725, 1, 7, 1612, 24, 386, 102, 88, 169, 893]","[5061, 817, 9751, 136, 7, 1, 24, 1100, 29, 369]"
"[1949, 289, 11, 1, 4364, 213, 1, 56, 551, 5187]","[91, 8371, 1, 1, 7, 2022, 8, 26, 591, 9952]"
"[6015, 15, 16, 10, 2596, 3, 1, 31, 9986, 5232]","[75, 13, 94, 477, 16, 13, 10, 4466, 3, 5548]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[31, 1112, 16, 387, 7893, 1901, 4337, 21, 1, 597]"
"[2, 4790, 2284, 4, 6867, 17, 56, 215, 13, 15]","[7, 5, 4240, 5656, 184, 109, 29, 3421, 75, 461]"
"[1003, 2, 2587, 4, 19, 114, 6, 1799, 22, 5214]","[7, 2, 98, 4, 29, 4442, 4747, 17, 5, 1]"
"[11, 740, 45, 10, 2808, 18, 32, 1370, 2, 6562]","[38, 39, 836, 950, 2387, 11, 2, 1, 7, 1]"
"[760, 3, 2, 1579, 93, 2, 1, 6526, 33, 112]","[566, 2, 2409, 8154, 7, 2, 1378, 14, 292, 4230]"
"[1328, 7, 886, 13, 7439, 30, 1, 880, 7, 1630]","[12, 109, 2, 257, 9, 2718, 3, 6278, 39, 2685]"
"[835, 16, 10, 47, 1621, 3, 343, 1, 20, 485]","[2030, 3, 2030, 1504, 2, 835, 1, 97, 2, 1110]"
"[836, 23, 37, 3690, 18, 498, 1168, 7906, 9, 246]","[3, 4237, 925, 6, 4044, 2397, 6, 1, 4, 1]"
"[527, 41, 706, 1066, 2549, 1, 1137, 3, 28, 207]","[6, 4391, 4312, 1930, 12, 1, 2995, 1176, 9, 7044]"
"[338, 3435, 1, 27, 657, 6, 399, 27, 4755, 52]","[246, 6720, 5586, 38, 3812, 5, 206, 795, 64, 1]"
"[2, 137, 408, 182, 75, 47, 61, 32, 122, 81]","[9, 39, 74, 902, 373, 4, 922, 4656, 7, 8653]"
"[2, 1, 4, 2925, 1018, 78, 1, 21, 2, 100]","[3, 395, 5, 3027, 4, 57, 6817, 1010, 7, 272]"
"[4, 5, 1781, 8, 24, 254, 30, 1585, 1, 53]","[1, 1, 1, 6, 60, 78, 4251, 178, 11, 326]"
"[9226, 4, 300, 11, 633, 467, 1025, 3, 86, 1035]","[881, 3526, 3097, 48, 2, 561, 1845, 4, 39, 1614]"
"[825, 634, 1931, 6, 1, 1931, 51, 394, 18, 1153]","[37, 1157, 38, 86, 4188, 2286, 7, 29, 3253, 3276]"
"[1, 41, 57, 1480, 5, 434, 99, 21, 30, 3244]","[4, 8312, 588, 1150, 838, 50, 3, 1, 212, 1427]"
"[23, 4881, 48, 80, 976, 130, 125, 281, 50, 640]","[222, 3, 8952, 2642, 3, 99, 98, 7, 2, 273]"
"[4, 2, 1, 21, 4791, 26, 4323, 3842, 2, 795]","[39, 6189, 602, 14, 5, 2447, 492, 1482, 17, 1988]"
"[1, 528, 192, 14, 1, 1, 1, 1, 1, 1]","[638, 77, 94, 2127, 27, 92, 30, 150, 2775, 1704]"
"[3, 873, 119, 2263, 244, 2, 1424, 872, 41, 29]","[8, 2, 813, 77, 352, 388, 1829, 354, 861, 276]"
"[43, 82, 1453, 3, 19, 5600, 3, 554, 3, 5190]","[9, 2, 2282, 4, 969, 6, 797, 18, 5, 726]"
"[5237, 830, 8158, 3, 815, 2, 3178, 4, 39, 1390]","[1836, 9, 525, 8981, 5, 202, 7, 2, 1, 83]"
"[4, 2, 1, 6, 38, 408, 2675, 80, 36, 15]","[749, 1625, 1, 1, 12, 2926, 2, 57, 1, 315]"
"[1, 6, 864, 24, 3845, 5, 344, 1990, 7, 1286]","[49, 510, 2, 3056, 12, 4645, 29, 2431, 9, 4540]"
"[526, 6835, 104, 2063, 4486, 542, 111, 1, 6, 753]","[77, 379, 19, 1, 4420, 109, 9350, 11, 375, 1293]"
"[228, 253, 76, 220, 2, 676, 4, 146, 25, 132]","[1, 1641, 26, 317, 1395, 79, 13, 1205, 41, 22]"
